country,year,electricity_and_heat_co2_emissions,electricity_and_heat_co2_emissions_per_capita,energy_co2_emissions,energy_co2_emissions_per_capita,total_co2_emissions_excluding_lucf,total_co2_emissions_excluding_lucf_per_capita
Nigeria,2003,13.19,0.09908368,100.08,0.751804,100.99,0.75863993
Nigeria,2004,15.49,0.11326672,97.81,0.715211,98.72,0.7218651
Nigeria,2005,16.91,0.120363824,97.65,0.6950637,98.72,0.7026799
Nigeria,2006,16.74,0.115984395,87.47,0.60604274,88.77,0.6150499
Nigeria,2007,17.05,0.11497428,79.3,0.53474844,81.12,0.5470213
Nigeria,2008,17.26,0.11326759,83.09,0.5452725,86.93,0.5704723
Nigeria,2009,15.34,0.09795924,73.1,0.46680707,76.95,0.49139267
Nigeria,2010,19.02,0.118171245,86.2,0.53556055,90.06,0.5595427
Nigeria,2011,22.01,0.13302007,90.41,0.5464037,95.0,0.5741439
Nigeria,2012,23.64,0.13899674,89.22,0.5245892,95.34,0.56057316
Nigeria,2013,24.08,0.13781568,100.33,0.5742129,108.12,0.618797
Nigeria,2014,26.29,0.14656118,107.07,0.59689254,114.82,0.64009714
Nigeria,2015,25.92,0.1408728,99.61,0.5413711,107.75,0.5856113
Nigeria,2016,27.27,0.14454043,102.29,0.5421724,110.82,0.58738434
Nigeria,2017,25.58,0.13219918,101.12,0.52259505,108.48,0.56063205
Nigeria,2018,25.89,0.1305021,105.11,0.5298214,113.63,0.5727676
Nigeria,2019,25.38,0.124837376,110.63,0.5441591,119.54,0.58798504
Nigeria,2020,25.46,0.12221148,102.02,0.4897099,111.98,0.5375193
Niue,1990,0.0,0.0,0.01,3.90625,0.01,3.90625
Niue,1991,0.0,0.0,0.01,3.9682539,0.01,3.9682539
Niue,1992,0.0,0.0,0.01,4.027386,0.01,4.027386
Niue,1993,0.0,0.0,0.01,4.100041,0.01,4.100041
Niue,1994,0.0,0.0,0.01,4.1736226,0.01,4.1736226
Niue,1995,0.0,0.0,0.01,4.2337003,0.01,4.2337003
Niue,1996,0.0,0.0,0.01,4.304778,0.01,4.304778
Niue,1997,0.0,0.0,0.01,4.382121,0.01,4.382121
Niue,1998,0.0,0.0,0.01,4.484305,0.01,4.484305
Niue,1999,0.0,0.0,0.01,4.6146746,0.01,4.6146746
Niue,2000,0.0,0.0,0.01,4.7709923,0.01,4.7709923
Niue,2001,0.0,0.0,0.01,4.906771,0.01,4.906771
Niue,2002,0.0,0.0,0.01,5.0251255,0.01,5.0251255
Niue,2003,0.0,0.0,0.01,5.122951,0.01,5.122951
Niue,2004,0.0,0.0,0.01,5.2246604,0.01,5.2246604
Niue,2005,0.0,0.0,0.01,5.316321,0.01,5.316321
Niue,2006,0.0,0.0,0.01,5.38503,0.01,5.38503
Niue,2007,0.0,0.0,0.0,0.0,0.0,0.0
Niue,2008,0.0,0.0,0.01,5.414185,0.01,5.414185
Niue,2009,0.0,0.0,0.0,0.0,0.01,5.4318304
Niue,2010,0.0,0.0,0.0,0.0,0.0,0.0
Niue,2011,0.0,0.0,0.01,5.4555373,0.01,5.4555373
Niue,2012,0.0,0.0,0.01,5.4555373,0.01,5.4555373
Niue,2013,0.0,0.0,0.01,5.417118,0.01,5.417118
Niue,2014,0.0,0.0,0.01,5.382131,0.01,5.382131
Niue,2015,0.0,0.0,0.01,5.3447356,0.01,5.3447356
Niue,2016,0.0,0.0,0.01,5.3106747,0.01,5.3106747
Niue,2017,0.0,0.0,0.01,5.2882075,0.01,5.2882075
Niue,2018,0.0,0.0,0.01,5.2438383,0.01,5.2438383
Niue,2019,0.0,0.0,0.01,5.1466804,0.01,5.1466804
Niue,2020,0.0,0.0,0.0,0.0,0.0,0.0
North America,1990,2418.71,5.737313,5564.74,13.199869,5619.08,13.328767
North America,1991,2451.6099,5.728937,5535.6997,12.935857,5587.9,13.057839
North America,1992,2558.94,5.8866363,5623.43,12.936251,5676.32,13.057919
North America,1993,2616.53,5.927121,5737.89,12.997815,5793.48,13.12374
North America,1994,2665.0999,5.9479556,5849.52,13.054928,5909.01,13.187696
North America,1995,2727.6199,6.0006027,5898.0,12.975252,5956.47,13.103884
North America,1996,2814.54,6.106278,6085.83,13.203497,6145.6504,13.333279
North America,1997,3081.43,6.593623,6394.45,13.682802,6457.17,13.817009
North America,1998,3176.67,6.7057996,6478.5,13.675805,6542.96,13.811878
North America,1999,3139.6099,6.5411725,6496.4897,13.535013,6562.72,13.672999
North America,2000,3200.39,6.5802298,6708.4097,13.79297,6777.12,13.934243
North America,2001,3222.92,6.546403,6677.38,13.563111,6745.7197,13.701922
North America,2002,3096.6,6.2172327,6547.21,13.145232,6618.09,13.287543
North America,2003,3148.81,6.2520847,6654.0503,13.211876,6725.47,13.353683
North America,2004,3168.1602,6.220935,6731.34,13.217522,6806.27,13.364653
North America,2005,3245.19,6.302043,6781.03,13.168518,6857.99,13.317972
North America,2006,3178.3,6.105225,6694.28,12.859101,6773.64,13.011546
North America,2007,3266.65,6.2066426,6822.2,12.962197,6901.87,13.11357
North America,2008,3172.7002,5.9636497,6624.69,12.452274,6699.37,12.5926485
North America,2009,2938.4202,5.4661393,6194.89,11.523925,6254.63,11.635054
North America,2010,3068.28,5.650058,6463.42,11.902008,6524.87,12.015165
North America,2011,2961.13,5.3967843,6275.55,11.437454,6338.6396,11.552439
North America,2012,2841.02,5.124164,6060.2295,10.930445,6127.8096,11.052334
North America,2013,2852.7,5.0935965,6197.11,11.065158,6264.3203,11.185165
North America,2014,2844.93,5.030941,6200.32,10.964573,6271.58,11.090589
North America,2015,2706.31,4.741873,6096.04,10.681202,6169.0903,10.809198
North America,2016,2616.68,4.5427814,6000.14,10.4167595,6073.7197,10.5445
North America,2017,2526.08,4.3458834,5926.8896,10.196656,6002.56,10.32684
North America,2018,2552.0,4.3559575,6071.0303,10.36252,6145.2397,10.489186
North America,2019,2413.13,4.0866084,5909.7803,10.008146,5984.55,10.134768
North America,2020,2179.52,3.6676006,5277.15,8.880156,5351.5796,9.0054035
North Korea,1990,16.17,0.7774217,116.81,5.6159945,119.31,5.7361894
North Korea,1991,14.96,0.70848316,110.83,5.2487426,112.94,5.348669
North Korea,1992,13.8,0.64365697,97.78,4.560636,99.71,4.650655
North Korea,1993,11.49,0.52771735,89.8,4.1243706,91.42,4.1987743
North Korea,1994,12.04,0.5446675,81.86,3.703196,83.61,3.7823627
North Korea,1995,11.37,0.5079172,76.53,3.418725,78.24,3.4951136
North Korea,1996,11.37,0.5027782,67.13,2.9684694,68.66,3.0361257
North Korea,1997,11.01,0.48231557,64.69,2.833878,66.04,2.8930173
North Korea,1998,8.69,0.37743813,59.65,2.590815,60.92,2.6459758
North Korea,1999,10.5,0.45249835,64.96,2.7994566,66.62,2.8709946
North Korea,2000,11.57,0.49514136,69.97,2.9943857,71.82,3.073557
North Korea,2001,12.04,0.5120675,72.32,3.0758076,74.39,3.1638458
North Korea,2002,11.49,0.48607323,69.07,2.921939,71.2,3.0120463
North Korea,2003,11.64,0.48945186,70.53,2.965725,72.74,3.0586536
North Korea,2004,11.88,0.49605545,72.09,3.0101547,74.32,3.1032693
North Korea,2005,12.23,0.50744826,75.34,3.126014,77.68,3.2231054
North Korea,2006,12.23,0.50462615,76.53,3.15773,78.94,3.25717
North Korea,2007,10.32,0.42370605,63.27,2.597663,65.63,2.694557
North Korea,2008,11.42,0.46671203,70.38,2.8762865,72.83,2.976413
North Korea,2009,8.3,0.33765218,52.92,2.1528378,55.26,2.2480314
North Korea,2010,7.67,0.31069693,49.29,1.9966431,51.69,2.0938623
North Korea,2011,5.57,0.22474368,34.66,1.3984947,37.1,1.4969462
North Korea,2012,5.63,0.22621553,36.05,1.4485027,38.48,1.5461409
North Korea,2013,4.04,0.1615882,25.11,1.0043267,27.63,1.1051193
North Korea,2014,4.6,0.18307628,28.68,1.1414407,31.22,1.2425307
North Korea,2015,3.65,0.1445086,22.55,0.892786,25.1,0.9937441
North Korea,2016,4.15,0.16345266,25.43,1.0015906,28.13,1.1079334
North Korea,2017,3.3,0.12932901,51.68,2.0253706,54.29,2.1276581
North Korea,2018,2.92,0.113892764,47.9,1.8683094,50.12,1.9548991
North Korea,2019,3.36,0.13045786,53.41,2.0737364,55.55,2.1568258
North Korea,2020,3.13,0.12100138,50.27,1.9433671,52.44,2.0272563
North Macedonia,1990,5.62,2.7492673,8.59,4.202172,8.59,4.202172
North Macedonia,1991,5.67,2.7839274,8.38,4.114517,8.38,4.114517
North Macedonia,1992,5.67,2.8096793,8.33,4.1278005,8.33,4.1278005
North Macedonia,1993,5.9,2.9545856,8.64,4.326715,8.64,4.326715
North Macedonia,1994,5.92,2.986192,8.35,4.211943,8.35,4.211943
North Macedonia,1995,6.07,3.0595205,8.31,4.1885695,8.31,4.1885695
North Macedonia,1996,6.58,3.299519,9.86,4.9442644,9.86,4.9442644
North Macedonia,1997,6.06,3.02359,8.79,4.385702,8.79,4.385702
North Macedonia,1998,6.95,3.452826,9.65,4.7942114,9.65,4.7942114
North Macedonia,1999,6.26,3.09322,8.88,4.3878264,8.88,4.3878264
North Macedonia,2000,6.12,3.0030324,8.52,4.180692,8.52,4.180692
North Macedonia,2001,6.51,3.1703656,8.67,4.222284,8.67,4.222284
North Macedonia,2002,5.81,2.813915,8.13,3.9375436,8.13,3.9375436
North Macedonia,2003,6.1,2.9452236,8.83,4.263332,8.83,4.263332
North Macedonia,2004,5.94,2.8614385,8.54,4.1139197,8.54,4.1139197
North Macedonia,2005,5.91,2.8431683,8.88,4.2719684,8.88,4.2719684
North Macedonia,2006,5.88,2.8254547,8.85,4.2525973,8.85,4.2525973
North Macedonia,2007,6.02,2.889377,9.33,4.4780545,9.33,4.4780545
North Macedonia,2008,6.05,2.8999708,9.12,4.3715262,9.12,4.3715262
North Macedonia,2009,5.81,2.7801797,8.51,4.0721736,8.51,4.0721736
North Macedonia,2010,5.3,2.531249,8.33,3.9783592,8.33,3.9783592
North Macedonia,2011,5.95,2.8372378,9.16,4.3679156,9.16,4.3679156
North Macedonia,2012,5.69,2.7101872,8.8,4.191502,8.8,4.191502
North Macedonia,2013,4.78,2.2737868,7.86,3.7389045,7.86,3.7389045
North Macedonia,2014,4.44,2.1089702,7.44,3.5339499,7.44,3.5339499
North Macedonia,2015,4.0,1.8975648,7.14,3.387153,7.14,3.387153
North Macedonia,2016,3.58,1.6965265,6.96,3.298275,6.96,3.298275
North Macedonia,2017,4.14,1.9602438,7.44,3.5227573,7.44,3.5227573
North Macedonia,2018,3.61,1.7080696,6.95,3.288389,6.95,3.288389
North Macedonia,2019,4.32,2.0433502,7.96,3.765062,7.96,3.765062
North Macedonia,2020,3.54,1.6768684,6.8,3.2211032,6.8,3.2211032
Norway,1990,7.32,1.7257488,28.67,6.759183,29.31,6.910068
Norway,1991,6.97,1.6354262,26.73,6.271871,27.33,6.412654
Norway,1992,10.3,2.4028592,29.54,6.891307,30.2,7.045276
Norway,1993,11.39,2.641381,31.59,7.3258324,32.43,7.5206313
Norway,1994,12.05,2.7785816,33.57,7.7408285,34.41,7.934522
Norway,1995,10.66,2.4453316,33.51,7.686966,34.39,7.8888326
Norway,1996,9.95,2.270906,33.73,7.6982574,34.6,7.896819
Norway,1997,12.22,2.77391,35.62,8.085652,36.54,8.29449
Norway,1998,13.23,2.9853292,36.99,8.346737,37.89,8.549821
Norway,1999,14.3,3.2047346,38.81,8.697605,39.7,8.89706
Norway,2000,9.93,2.2109885,33.39,7.434532,34.28,7.632697
Norway,2001,10.67,2.3637474,33.88,7.5055065,34.74,7.6960244
Norway,2002,10.74,2.3664546,33.51,7.383602,34.38,7.5752983
Norway,2003,11.63,2.5475519,36.28,7.9471354,37.19,8.146471
Norway,2004,11.78,2.5651724,36.64,7.9786005,37.35,8.133207
Norway,2005,11.74,2.539097,35.59,7.697314,36.37,7.86601
Norway,2006,12.14,2.604546,36.41,7.8114924,37.21,7.9831266
Norway,2007,12.48,2.6499166,36.89,7.832967,37.76,8.017696
Norway,2008,12.23,2.564665,36.04,7.557688,36.87,7.7317414
Norway,2009,13.56,2.8079214,36.6,7.5789027,37.44,7.752845
Norway,2010,15.12,3.0921845,39.36,8.049497,40.12,8.204924
Norway,2011,14.4,2.9069972,38.32,7.7358427,39.07,7.887249
Norway,2012,14.07,2.803315,38.04,7.5791116,38.77,7.724557
Norway,2013,14.66,2.885448,38.9,7.656475,39.63,7.800157
Norway,2014,14.9,2.900003,38.92,7.575041,39.64,7.715175
Norway,2015,15.96,3.074933,39.62,7.633386,40.29,7.7624717
Norway,2016,15.46,2.9523025,38.89,7.426587,39.58,7.5583525
Norway,2017,15.89,3.0109546,38.41,7.2782106,39.17,7.422221
Norway,2018,15.4,2.8989213,37.84,7.1230636,38.57,7.26048
Norway,2019,15.03,2.8102467,36.94,6.906887,37.66,7.0415096
Norway,2020,14.29,2.6562147,35.45,6.5894203,36.18,6.725112
Oceania,1990,148.13,5.538769,285.28,10.666982,289.23,10.814677
Oceania,1991,151.15,5.554029,287.22,10.553942,290.87,10.688061
Oceania,1992,154.95,5.6065187,293.28,10.61168,296.72998,10.73651
Oceania,1993,155.64,5.5508904,297.48,10.609605,301.03,10.736215
Oceania,1994,157.23,5.525513,304.21,10.690811,308.23,10.8320875
Oceania,1995,163.38,5.652216,314.58,10.883059,318.52002,11.019366
Oceania,1996,171.68001,5.8436155,326.03,11.097355,329.82,11.226359
Oceania,1997,178.7,5.987261,336.11,11.2612095,339.87,11.387187
Oceania,1998,197.68,6.524191,355.38,11.72889,359.39,11.861236
Oceania,1999,203.6,6.6203785,362.86002,11.798971,366.94998,11.931964
Oceania,2000,206.28,6.60664,369.62997,11.838338,373.83002,11.972854
Oceania,2001,215.78,6.803733,378.85,11.945474,382.93,12.074119
Oceania,2002,229.51999,7.121239,386.61,11.995217,390.65,12.120565
Oceania,2003,222.87999,6.804074,388.62,11.86378,392.74002,11.989556
Oceania,2004,232.44,6.984629,402.19,12.085476,406.23,12.206875
Oceania,2005,237.59999,7.026807,405.51,11.992596,409.74,12.117694
Oceania,2006,242.31,7.04474,410.84,11.944455,415.27002,12.073251
Oceania,2007,247.81999,7.071646,420.25,11.992007,424.91,12.124983
Oceania,2008,248.59999,6.954797,424.22998,11.8681965,428.73,11.994088
Oceania,2009,256.56,7.0389504,427.88,11.739266,432.31,11.860806
Oceania,2010,259.63998,6.997796,430.51,11.603071,434.62,11.713843
Oceania,2011,252.05,6.6802773,428.4,11.3542185,432.43,11.461029
Oceania,2012,251.35,6.5483413,431.09003,11.2310505,435.18,11.337605
Oceania,2013,241.74,6.1892915,424.24,10.8618555,428.13,10.9614525
Oceania,2014,231.11,5.8171115,416.06,10.472362,419.81998,10.567
Oceania,2015,238.46,5.9019427,423.47,10.480986,427.16,10.572313
Oceania,2016,243.84,5.9326677,431.87,10.507468,435.28998,10.590677
Oceania,2017,244.90001,5.856433,436.01,10.426555,439.47998,10.509534
Oceania,2018,239.06999,5.619883,435.19998,10.230364,438.56,10.309349
Oceania,2019,239.39,5.5313873,436.27,10.080531,439.72,10.160248
Oceania,2020,230.42001,5.2447147,414.81998,9.441941,418.1,9.516601
Oman,1990,5.74,3.1808872,11.5,6.3728576,11.92,6.6056056
Oman,1991,5.88,3.1025863,15.31,8.078333,15.72,8.29467
Oman,1992,6.05,3.0474997,14.52,7.313999,14.92,7.5154867
Oman,1993,6.5,3.1372564,14.77,7.128812,15.18,7.3267
Oman,1994,7.1,3.3275874,15.71,7.362873,16.2,7.5925236
Oman,1995,8.48,3.903012,18.4,8.4688,18.87,8.6851225
Oman,1996,8.85,4.004588,18.88,8.543121,19.38,8.76937
Oman,1997,9.42,4.1948867,19.52,8.692589,20.02,8.915248
Oman,1998,9.92,4.351398,19.0,8.3343315,19.52,8.562428
Oman,1999,10.78,4.661404,21.5,9.296864,21.98,9.504421
Oman,2000,13.29,5.669164,24.64,10.510775,25.12,10.71553
Oman,2001,14.43,6.076672,27.51,11.584841,28.03,11.80382
Oman,2002,14.99,6.2363153,29.34,12.20637,29.97,12.46847
Oman,2003,15.41,6.3373833,30.79,12.662429,31.7,13.036668
Oman,2004,16.47,6.671095,30.32,12.280972,31.26,12.661715
Oman,2005,15.28,6.075059,30.08,11.959278,31.01,12.32903
Oman,2006,16.4,6.4046187,37.91,14.804823,39.19,15.304696
Oman,2007,16.64,6.385985,40.86,15.680971,42.26,16.218254
Oman,2008,17.26,6.510672,39.89,15.04697,41.31,15.582611
Oman,2009,18.72,6.9396486,42.16,15.629037,43.6,16.162857
Oman,2010,19.22,6.6691766,45.46,15.774234,47.08,16.336359
Oman,2011,20.37,6.351962,51.85,16.168348,53.62,16.720285
Oman,2012,21.4,6.052747,58.43,16.52626,60.55,17.12588
Oman,2013,21.77,5.7038984,61.0,15.982444,63.02,16.511698
Oman,2014,22.84,5.696795,64.61,16.115145,66.39,16.559116
Oman,2015,23.93,5.7087865,68.28,16.289007,70.13,16.730347
Oman,2016,23.82,5.416,70.21,15.963784,72.2,16.416254
Oman,2017,25.1,5.5263786,69.94,15.399001,71.63,15.771096
Oman,2018,25.32,5.50296,73.49,15.972059,75.37,16.380651
Oman,2019,24.29,5.277258,73.82,16.038172,75.74,16.455313
Oman,2020,24.57,5.4078374,68.87,15.158232,71.04,15.635847
Pakistan,1990,16.01,0.13871792,55.97,0.48494953,59.03,0.51146275
Pakistan,1991,17.68,0.1483177,57.15,0.47943193,60.31,0.5059412
Pakistan,1992,20.35,0.16629189,63.81,0.5214293,66.98,0.54733324
Pakistan,1993,22.5,0.1792163,70.37,0.5605089,73.75,0.5874312
Pakistan,1994,23.44,0.1813608,72.97,0.56458604,76.25,0.58996415
Pakistan,1995,26.64,0.20012398,79.26,0.5954139,82.74,0.6215562
Pakistan,1996,27.4,0.19965778,82.22,0.5991191,85.82,0.6253515
Pakistan,1997,29.6,0.2094385,85.72,0.60652256,89.36,0.63227785
Pakistan,1998,28.44,0.19549601,86.6,0.5952867,90.19,0.6199643
Pakistan,1999,33.0,0.22044903,94.9,0.633958,98.77,0.65981066
Pakistan,2000,34.45,0.22316524,94.38,0.61138856,98.37,0.6372355
Pakistan,2001,35.42,0.22246267,95.42,0.5993051,99.84,0.62706584
Pakistan,2002,35.28,0.21609332,97.93,0.59983045,102.33,0.62678087
Pakistan,2003,31.63,0.18954118,100.49,0.60218126,105.66,0.6331622
Pakistan,2004,35.83,0.2099636,112.71,0.66047996,118.31,0.69329596
Pakistan,2005,37.42,0.21459855,114.97,0.65933716,121.61,0.6974166
Pakistan,2006,42.51,0.23872636,124.42,0.6987141,132.3,0.7429663
Pakistan,2007,43.38,0.23845053,136.35,0.7494866,145.81,0.8014862
Pakistan,2008,43.23,0.23250441,130.4,0.7013318,140.73,0.7568898
Pakistan,2009,45.42,0.23889768,133.73,0.70338583,145.34,0.76445156
Pakistan,2010,41.35,0.21264616,129.17,0.6642685,140.38,0.721917
Pakistan,2011,40.18,0.20231342,130.67,0.65794665,141.69,0.7134343
Pakistan,2012,41.48,0.20513748,132.43,0.6549266,143.82,0.7112554
Pakistan,2013,44.55,0.21695983,134.03,0.6527301,145.99,0.71097565
Pakistan,2014,44.96,0.21589267,142.04,0.68205947,154.24,0.7406424
Pakistan,2015,45.14,0.21396479,151.45,0.717877,164.15,0.77807534
Pakistan,2016,49.37,0.23121431,166.98,0.7820167,181.11,0.8481917
Pakistan,2017,55.9,0.25834224,183.99,0.85031104,198.74,0.91847825
Pakistan,2018,46.62,0.21216804,171.29,0.7795423,186.87,0.85044706
Pakistan,2019,54.57,0.24438712,168.66,0.7553295,184.1,0.82447624
Pakistan,2020,53.54,0.2356548,166.47,0.732713,184.11,0.81035495
Palau,1990,0.0,0.0,0.0,0.0,0.0,0.0
Palau,1991,0.0,0.0,0.0,0.0,0.0,0.0
Palau,1992,0.09,5.614473,0.2,12.476606,0.2,12.476606
Palau,1993,0.09,5.4881396,0.2,12.195866,0.2,12.195866
Palau,1994,0.09,5.3580995,0.2,11.906888,0.2,11.906888
Palau,1995,0.09,5.222538,0.2,11.60564,0.2,11.60564
Palau,1996,0.09,5.067853,0.2,11.261895,0.2,11.261895
Palau,1997,0.09,4.9118595,0.2,10.915243,0.2,10.915243
Palau,1998,0.09,4.769728,0.2,10.599396,0.2,10.599396
Palau,1999,0.09,4.638697,0.2,10.308216,0.2,10.308216
Palau,2000,0.09,4.558116,0.21,10.635604,0.21,10.635604
Palau,2001,0.1,5.037276,0.22,11.082006,0.22,11.082006
Palau,2002,0.1,5.0314465,0.22,11.069182,0.22,11.069182
Palau,2003,0.09,4.521704,0.22,11.053055,0.22,11.053055
Palau,2004,0.1,5.0183167,0.22,11.0402975,0.22,11.0402975
Palau,2005,0.1,5.037022,0.23,11.585151,0.23,11.585151
Palau,2006,0.09,4.5813184,0.23,11.707813,0.23,11.707813
Palau,2007,0.09,4.6432443,0.22,11.350152,0.22,11.350152
Palau,2008,0.08,4.1838818,0.21,10.982689,0.21,10.982689
Palau,2009,0.07,3.7139218,0.2,10.611205,0.2,10.611205
Palau,2010,0.07,3.7709422,0.21,11.312826,0.21,11.312826
Palau,2011,0.07,3.833516,0.21,11.500547,0.21,11.500547
Palau,2012,0.07,3.8945143,0.22,12.2399025,0.22,12.2399025
Palau,2013,0.07,3.9261878,0.22,12.339447,0.22,12.339447
Palau,2014,0.07,3.9279501,0.22,12.344986,0.22,12.344986
Palau,2015,0.07,3.9277298,0.2,11.222085,0.2,11.222085
Palau,2016,0.08,4.484305,0.21,11.7713,0.21,11.7713
Palau,2017,0.08,4.480036,0.21,11.760094,0.21,11.760094
Palau,2018,0.08,4.472522,0.21,11.74037,0.21,11.74037
Palau,2019,0.08,4.4595575,0.22,12.2637825,0.22,12.2637825
Palau,2020,0.06,3.3335185,0.16,8.889382,0.16,8.889382
Panama,1990,0.55,0.22449291,2.56,1.0449125,2.69,1.0979744
Panama,1991,0.81,0.3237348,3.0,1.1990178,3.12,1.2469785
Panama,1992,1.2,0.46978003,3.53,1.3819363,3.64,1.4249995
Panama,1993,1.06,0.40651935,3.55,1.3614563,3.8,1.4573334
Panama,1994,1.1,0.41331738,3.77,1.4165514,4.04,1.518002
Panama,1995,1.25,0.46022362,4.09,1.5058517,4.36,1.6052599
Panama,1996,1.07,0.38605762,4.13,1.4901103,4.41,1.5911347
Panama,1997,1.28,0.45261765,4.34,1.5346568,4.64,1.640739
Panama,1998,2.03,0.7035959,5.4,1.8716344,5.72,1.982546
Panama,1999,1.18,0.40093452,4.69,1.5935448,5.01,1.7022728
Panama,2000,1.28,0.42641962,4.88,1.6257248,5.28,1.758981
Panama,2001,2.21,0.72197944,5.87,1.9176558,6.22,2.0319965
Panama,2002,1.58,0.5062491,5.1,1.6340953,5.41,1.7334226
Panama,2003,1.96,0.6160384,5.15,1.6186723,5.53,1.7381083
Panama,2004,1.43,0.4409076,5.18,1.5971338,5.61,1.7297144
Panama,2005,1.5,0.45373768,6.69,2.02367,7.12,2.1537414
Panama,2006,1.8,0.5343503,7.06,2.0958405,7.49,2.2234907
Panama,2007,2.07,0.6032138,7.06,2.057338,7.48,2.1797292
Panama,2008,1.78,0.5092576,6.57,1.8796756,7.3,2.0885284
Panama,2009,2.43,0.682711,8.03,2.2560368,8.7,2.444274
Panama,2010,2.73,0.75338984,8.6,2.373316,9.19,2.5361364
Panama,2011,3.12,0.8458313,9.3,2.5212278,9.99,2.7082865
Panama,2012,2.84,0.7563509,9.56,2.5460262,10.46,2.7857149
Panama,2013,2.59,0.67773426,9.33,2.4414132,10.25,2.6821527
Panama,2014,2.78,0.7148744,9.91,2.5483472,10.76,2.766924
Panama,2015,2.65,0.669682,9.85,2.4891953,10.61,2.681255
Panama,2016,2.66,0.66064996,9.92,2.4637773,10.65,2.6450834
Panama,2017,2.07,0.50536233,9.39,2.2924407,10.14,2.475543
Panama,2018,1.95,0.46815827,9.28,2.2279532,9.92,2.3816051
Panama,2019,4.82,1.1387966,12.57,2.9698493,13.1,3.0950696
Panama,2020,3.6,0.8383028,9.29,2.163287,9.58,2.2308168
Papua New Guinea,1990,0.78,0.20181201,2.17,0.5614514,2.17,0.5614514
Papua New Guinea,1991,0.78,0.19543944,2.18,0.5462282,2.18,0.5462282
Papua New Guinea,1992,0.78,0.18855833,2.18,0.5269964,2.18,0.5269964
Papua New Guinea,1993,0.79,0.18408087,2.21,0.5149604,2.21,0.5149604
Papua New Guinea,1994,0.32,0.07188273,2.06,0.4627451,2.06,0.4627451
Papua New Guinea,1995,0.52,0.112640806,2.13,0.4613941,2.13,0.4613941
Papua New Guinea,1996,0.57,0.119099654,2.23,0.4659513,2.23,0.4659513
Papua New Guinea,1997,0.67,0.13506855,2.4,0.48382765,2.4,0.48382765
Papua New Guinea,1998,0.9,0.17513686,2.65,0.5156808,2.65,0.5156808
Papua New Guinea,1999,0.83,0.1559742,2.6,0.48859388,2.6,0.48859388
Papua New Guinea,2000,0.9,0.16338979,2.83,0.5137701,2.83,0.5137701
Papua New Guinea,2001,1.3,0.22813037,3.38,0.59313893,3.38,0.59313893
Papua New Guinea,2002,1.45,0.24607134,3.61,0.6126328,3.61,0.6126328
Papua New Guinea,2003,1.75,0.28730977,4.07,0.66820043,4.07,0.66820043
Papua New Guinea,2004,2.01,0.3193937,4.61,0.7325397,4.61,0.7325397
Papua New Guinea,2005,1.76,0.27081805,4.32,0.66473526,4.32,0.66473526
Papua New Guinea,2006,1.79,0.2668369,4.35,0.6484584,4.35,0.6484584
Papua New Guinea,2007,1.88,0.27163434,4.74,0.6848653,4.74,0.6848653
Papua New Guinea,2008,1.89,0.26478007,4.76,0.66685355,4.76,0.66685355
Papua New Guinea,2009,2.06,0.27993363,5.05,0.6862451,5.05,0.6862451
Papua New Guinea,2010,1.97,0.25978243,5.04,0.664621,5.04,0.664621
Papua New Guinea,2011,2.05,0.26259708,5.18,0.663538,5.18,0.663538
Papua New Guinea,2012,1.89,0.2354686,4.91,0.61172,4.91,0.61172
Papua New Guinea,2013,2.05,0.24861641,5.22,0.6330623,5.22,0.6330623
Papua New Guinea,2014,2.47,0.2918187,5.84,0.6899681,5.84,0.6899681
Papua New Guinea,2015,2.8,0.32249996,6.37,0.7336874,6.37,0.7336874
Papua New Guinea,2016,2.93,0.32924396,6.56,0.7371469,6.56,0.7371469
Papua New Guinea,2017,2.8,0.3071926,6.5,0.71312565,6.5,0.71312565
Papua New Guinea,2018,3.25,0.34836733,7.11,0.76212054,7.11,0.76212054
Papua New Guinea,2019,3.41,0.357349,7.47,0.7828144,7.47,0.7828144
Papua New Guinea,2020,2.46,0.25231698,5.42,0.5559179,5.49,0.56309766
Paraguay,1990,0.03,0.0073906225,1.93,0.4754634,2.07,0.5099529
Paraguay,1991,0.03,0.0071976883,1.88,0.4510551,2.02,0.48464432
Paraguay,1992,0.03,0.007014169,2.25,0.52606267,2.47,0.5774999
Paraguay,1993,0.03,0.006839624,2.61,0.5950473,2.82,0.64292467
Paraguay,1994,0.01,0.0022245452,3.07,0.68293536,3.34,0.74299806
Paraguay,1995,0.11,0.023892662,3.49,0.758049,3.78,0.8210387
Paraguay,1996,0.02,0.0042447923,3.45,0.7322266,3.72,0.78953135
Paraguay,1997,0.02,0.0041508484,3.83,0.7948875,4.11,0.8529994
Paraguay,1998,0.02,0.004062189,4.02,0.81649995,4.27,0.8672773
Paraguay,1999,0.02,0.0039792797,4.03,0.8018249,4.27,0.84957623
Paraguay,2000,0.0,0.0,3.28,0.64014775,3.52,0.6869878
Paraguay,2001,0.0,0.0,3.41,0.65431714,3.61,0.69269353
Paraguay,2002,0.0,0.0,3.59,0.6790863,3.78,0.7150268
Paraguay,2003,0.0,0.0,3.71,0.69303566,3.94,0.7360001
Paraguay,2004,0.0,0.0,3.76,0.69419736,3.97,0.73296905
Paraguay,2005,0.0,0.0,3.47,0.6335723,3.7,0.675567
